Author 1,Author 2
Thomas Mandl,"Daksh Patel,"
Hongqiang Du,Lei Xie
Xiaohai Tian,Lei Xie
Lei Xie,"Haizhou Li,"
Xuan-Son Vu,Thanh Vu
Thanh Vu,Mai Tran
Thanh Vu,Thanh Le-Cong
Thanh Vu,"Huyen Thi Minh Nguyen,"
Fan Yang,A. Pahlavan
Fan Yang,Simon Mendez
Fan Yang,M. Abkarian
Fan Yang,"H. Stone,"
A. Pahlavan,Simon Mendez
A. Pahlavan,M. Abkarian
Simon Mendez,M. Abkarian
Simon Mendez,"H. Stone,"
M. Abkarian,"H. Stone,"
Heng-Jui Chang,Hung-yi Lee
Alexander H. Liu,Hung-yi Lee
Hung-yi Lee,"Lin-Shan Lee,"
Fan Yang,A. Pahlavan
Fan Yang,Simon Mendez
Fan Yang,M. Abkarian
Fan Yang,"H. Stone,"
A. Pahlavan,Simon Mendez
A. Pahlavan,M. Abkarian
Simon Mendez,M. Abkarian
Simon Mendez,"H. Stone,"
M. Abkarian,"H. Stone,"
B. KÃ¼lebi,Santiago Pascual
A. Ãktem,Santiago Pascual
Alex PeirÃ³ Lilja,Santiago Pascual
Santiago Pascual,"M. FarrÃºs,"
Yu-An Chung,Chenguang Zhu
Yu-An Chung,"Michael Zeng,"
T. Nguyen,S. StÃ¼ker
T. Nguyen,"A. Waibel,"
Aku Rouhe,Tuomas Kaseva
Aku Rouhe,"M. Kurimo,"
T. Nguyen,S. StÃ¼ker
T. Nguyen,"A. Waibel,"
Yen-Ju Lu,Chien-Feng Liao
Chien-Feng Liao,Xugang Lu
Chien-Feng Liao,J. Hung
Chien-Feng Liao,"Yu Tsao,"
Ke Tan,Buye Xu
Ke Tan,Anurag Kumar
Ke Tan,Eliya Nachmani
Ke Tan,"Yossi Adi,"
Chengyi Wang,Yu Wu
Chengyi Wang,Shujie Liu
Chengyi Wang,Jinyu Li
Chengyi Wang,Liang Lu
Chengyi Wang,Guoli Ye
Chengyi Wang,"Ming Zhou,"
Yu Wu,Shujie Liu
Yu Wu,Jinyu Li
Yu Wu,Liang Lu
Yu Wu,Guoli Ye
Yu Wu,"Ming Zhou,"
Shujie Liu,Jinyu Li
Shujie Liu,Liang Lu
Shujie Liu,Guoli Ye
Shujie Liu,"Ming Zhou,"
Jinyu Li,Liang Lu
Jinyu Li,Guoli Ye
Jinyu Li,"Ming Zhou,"
Ziyang Fu,F. Haider
F. Haider,"S. Luz,"
Qing Wang,Pengcheng Guo
Pengcheng Guo,"Lei Xie,"
Yi-Chiao Wu,Tomoki Hayashi
Tomoki Hayashi,T. Okamoto
Tomoki Hayashi,H. Kawai
Tomoki Hayashi,"T. Toda,"
E. Dorsey,M. Okun
M. Okun,"B. Bloem,"
Alex Tamkin,Dan Jurafsky
Dan Jurafsky,"Noah D. Goodman,"
Patrick Lumban Tobing,Tomoki Hayashi
Tomoki Hayashi,Yi-Chiao Wu
Tomoki Hayashi,Kazuhiro Kobayashi
Tomoki Hayashi,"T. Toda,"
Dario Franceschini,T. Nguyen
Chiara Canton,T. Nguyen
I. Simonini,T. Nguyen
Armin Schweinfurth,T. Nguyen
Adelheid Glott,T. Nguyen
S. StÃ¼ker,T. Nguyen
T. Nguyen,Felix Schneider
T. Nguyen,Thanh-Le Ha
T. Nguyen,A. Waibel
T. Nguyen,B. Haddow
T. Nguyen,P. Williams
T. Nguyen,Rico Sennrich
T. Nguyen,Ondrej Bojar
T. Nguyen,Sangeet Sagar
T. Nguyen,Dominik MachÃ¡cek
T. Nguyen,"O. Smrz,"
Hao Zhang,Jing Zhang
Jing Zhang,Gang Peng
Jing Zhang,Hongwei Ding
Jing Zhang,"Yang Zhang,"
V. Guba,R. Belyutin
V. Guba,"E. Achkasov,"
R. Belyutin,"E. Achkasov,"
C. Tran,Changhan Wang
C. Tran,Yun Tang
C. Tran,J. Pino
Changhan Wang,Yuqing Tang
Changhan Wang,Yun Tang
Changhan Wang,J. Pino
Changhan Wang,"Xian Li,"
Yuqing Tang,Yun Tang
Yuqing Tang,J. Pino
Yun Tang,J. Pino
Yun Tang,"Xian Li,"
J. Pino,"Xian Li,"
Hayato Futami,H. Inaguma
H. Inaguma,Sei Ueno
H. Inaguma,M. Mimura
H. Inaguma,S. Sakai
H. Inaguma,"Tatsuya Kawahara,"
Xinchi Qiu,Titouan Parcollet
Xinchi Qiu,M. Ravanelli
Titouan Parcollet,M. Ravanelli
Titouan Parcollet,N. Lane
Titouan Parcollet,"Mohamed Morchid,"
M. Ravanelli,N. Lane
M. Ravanelli,"Mohamed Morchid,"
S. Chu,Jaehoon Lee
S. Chu,S. Barlow
S. Chu,Boaz M. Ben-David
S. Chu,Kai Xing Lim
S. Chu,"Jia Hao Foong,"
S. Chu,Jaehoon Lee
S. Chu,S. Barlow
S. Chu,Boaz M. Ben-David
S. Chu,Kai Xing Lim
S. Chu,"Jia Hao Foong,"
J. Villalba,Yuekai Zhang
Yuekai Zhang,"N. Dehak,"
Poojitha Maheshappa,Binny Mathew
Binny Mathew,"Punyajoy Saha,"
C. Chiu,A. Narayanan
C. Chiu,Wei Han
C. Chiu,Rohit Prabhavalkar
C. Chiu,Yu Zhang
C. Chiu,N. Jaitly
C. Chiu,Ruoming Pang
C. Chiu,Tara N. Sainath
C. Chiu,Patrick Nguyen
C. Chiu,Liangliang Cao
C. Chiu,"Yonghui Wu,"
A. Narayanan,Wei Han
A. Narayanan,Rohit Prabhavalkar
A. Narayanan,Yu Zhang
A. Narayanan,N. Jaitly
A. Narayanan,Ruoming Pang
A. Narayanan,Tara N. Sainath
A. Narayanan,Patrick Nguyen
A. Narayanan,Liangliang Cao
A. Narayanan,"Yonghui Wu,"
Wei Han,Rohit Prabhavalkar
Wei Han,Yu Zhang
Wei Han,N. Jaitly
Wei Han,Ruoming Pang
Wei Han,Tara N. Sainath
Wei Han,Patrick Nguyen
Wei Han,Liangliang Cao
Wei Han,"Yonghui Wu,"
Rohit Prabhavalkar,Yu Zhang
Rohit Prabhavalkar,N. Jaitly
Rohit Prabhavalkar,Ruoming Pang
Rohit Prabhavalkar,Tara N. Sainath
Rohit Prabhavalkar,Patrick Nguyen
Rohit Prabhavalkar,Liangliang Cao
Rohit Prabhavalkar,"Yonghui Wu,"
Yu Zhang,N. Jaitly
Yu Zhang,Ruoming Pang
Yu Zhang,Tara N. Sainath
Yu Zhang,Patrick Nguyen
Yu Zhang,Liangliang Cao
Yu Zhang,"Yonghui Wu,"
N. Jaitly,Ruoming Pang
N. Jaitly,Tara N. Sainath
Ruoming Pang,Tara N. Sainath
Ruoming Pang,Patrick Nguyen
Ruoming Pang,Liangliang Cao
Ruoming Pang,"Yonghui Wu,"
Tara N. Sainath,Patrick Nguyen
Tara N. Sainath,Liangliang Cao
Tara N. Sainath,"Yonghui Wu,"
Yi-Chiao Wu,Tomoki Hayashi
Patrick Lumban Tobing,Tomoki Hayashi
Kazuhiro Kobayashi,Tomoki Hayashi
Tomoki Hayashi,"T. Toda,"
H. Inaguma,M. Mimura
H. Inaguma,"Tatsuya Kawahara,"
Shannon Y. Chiu,M. Okun
T. Tsuboi,M. Okun
K. Hegland,M. Okun
Nicole E Herndon,M. Okun
A. Shukla,M. Okun
Addie Patterson,M. Okun
L. Almeida,M. Okun
K. Foote,M. Okun
M. Okun,"A. Ramirez-Zamora,"
C. Bosco,Silvia BallarÃ¨
C. Bosco,Massimo Cerruti
C. Bosco,E. Goria
C. Bosco,"C. Mauri,"
Erica Cooper,Cheng-I Lai
Cheng-I Lai,Yusuke Yasuda
Cheng-I Lai,"J. Yamagishi,"
Viet-Trung Dang,H. Inaguma
Tianyu Zhao,H. Inaguma
Sei Ueno,H. Inaguma
H. Inaguma,"Tatsuya Kawahara,"
Xiaofei Wang,Naoyuki Kanda
Xiaofei Wang,Zhuo Chen
Naoyuki Kanda,Yashesh Gaur
Naoyuki Kanda,Zhuo Chen
Naoyuki Kanda,Zhong Meng
Naoyuki Kanda,"Takuya Yoshioka,"
Yashesh Gaur,Zhuo Chen
Zhuo Chen,Zhong Meng
Zhuo Chen,"Takuya Yoshioka,"
Cheng Yu,Szu-Wei Fu
Kuo-Hsuan Hung,Szu-Wei Fu
I. Lin,Szu-Wei Fu
Szu-Wei Fu,Yu Tsao
Szu-Wei Fu,"J. Hung,"
Jaejin Cho,Shinji Watanabe
Piotr Å»elasko,Shinji Watanabe
J. Villalba,Shinji Watanabe
Shinji Watanabe,"N. Dehak,"
Shuo-yiin Chang,Bo Li
Shuo-yiin Chang,David Rybach
Shuo-yiin Chang,Yanzhang He
Shuo-yiin Chang,Wei Li
Shuo-yiin Chang,Tara N. Sainath
Shuo-yiin Chang,"Trevor Strohman,"
Bo Li,David Rybach
Bo Li,Yanzhang He
Bo Li,Wei Li
Bo Li,Tara N. Sainath
Bo Li,"Trevor Strohman,"
David Rybach,Yanzhang He
David Rybach,Wei Li
David Rybach,Tara N. Sainath
David Rybach,"Trevor Strohman,"
Yanzhang He,Wei Li
Yanzhang He,Tara N. Sainath
Yanzhang He,"Trevor Strohman,"
Wei Li,Tara N. Sainath
Wei Li,"Trevor Strohman,"
Tara N. Sainath,"Trevor Strohman,"
Chengyun Deng,Yi Zhang
Yi Zhang,Shiqian Ma
Yi Zhang,Yongtao Sha
Yi Zhang,Hui Song
Yi Zhang,"Xiangang Li,"
Manoel Horta Ribeiro,J. Blackburn
Manoel Horta Ribeiro,G. Stringhini
J. Blackburn,B. Bradlyn
J. Blackburn,Emiliano De Cristofaro
J. Blackburn,G. Stringhini
J. Blackburn,Summer Long
J. Blackburn,Stephanie Greenberg
J. Blackburn,"Savvas Zannettou,"
B. Bradlyn,G. Stringhini
Emiliano De Cristofaro,G. Stringhini
G. Stringhini,Summer Long
G. Stringhini,Stephanie Greenberg
G. Stringhini,"Savvas Zannettou,"
J. Rimmele,D. Poeppel
D. Poeppel,"O. Ghitza,"
Jiang Lu,Jieping Ye
Pinghua Gong,Jieping Ye
Jieping Ye,"Changshui Zhang,"
Haoyu Wang,Shuyan Dong
Shuyan Dong,Yue Liu
Shuyan Dong,James Logan
Shuyan Dong,A. Agrawal
Shuyan Dong,"Yang Liu,"
Yi Yang,Yu Zhang
Brendan Shillingford,Yu Zhang
Yannis Assael,Yu Zhang
Miaosen Wang,Yu Zhang
Wendi Liu,Yu Zhang
Yutian Chen,Yu Zhang
Yu Zhang,Eren Sezener
Yu Zhang,Luis C. Cobo
Yu Zhang,Misha Denil
Yu Zhang,Y. Aytar
Yu Zhang,"N. D. Freitas,"
J. H. M. Wong,Jinyu Li
Yashesh Gaur,Jinyu Li
Rui Zhao,Jinyu Li
Liang Lu,Jinyu Li
Eric Sun,Jinyu Li
Jinyu Li,"Y. Gong,"
Jiatong Shi,Nan Huo
Jiatong Shi,"Qin Jin,"
Nauman Dawalatabad,S. Madikeri
Nauman Dawalatabad,C. Sekhar
Nauman Dawalatabad,"H. Murthy,"
T. Nguyen,Ngoc-Quan Pham
T. Nguyen,S. Stueker
T. Nguyen,"A. Waibel,"
Cheng-I Lai,Jin Cao
Cheng-I Lai,S. Bodapati
Cheng-I Lai,"Shang-Wen Li,"
Xiaohai Tian,Lei Xie
Zhichao Wang,Lei Xie
Shan Yang,Lei Xie
Xinyong Zhou,Lei Xie
Hongqiang Du,Lei Xie
Yi Zhou,Lei Xie
Ming-yang,Lei Xie
Zhang,Lei Xie
Kun Zhou,Lei Xie
Berrak Sisman,Lei Xie
Lei Xie,"Haizhou Li,"
Sung-Feng Huang,Da-Rong Liu
Shun-Po Chuang,Da-Rong Liu
Da-Rong Liu,Yi-Chen Chen
Da-Rong Liu,Gene-Ping Yang
Da-Rong Liu,"Hung-yi Lee,"
J. Orpella,M. F. Assaneo
M. F. Assaneo,P. RipollÃ©s
M. F. Assaneo,L. Noejovich
M. F. Assaneo,D. LÃ³pez-Barroso
M. F. Assaneo,R. de Diego-Balaguer
M. F. Assaneo,"D. Poeppel,"
Shuhei Kato,Xin Wang
Yusuke Yasuda,Xin Wang
Xin Wang,Erica Cooper
Xin Wang,"J. Yamagishi,"
Heyang Xue,Lei Xie
Shan Yang,Lei Xie
Yinjiao Lei,Lei Xie
Lei Xie,"Xiulin Li,"
M. Abkarian,Simon Mendez
M. Abkarian,Nan Xue
M. Abkarian,Fan Yang
M. Abkarian,"H. Stone,"
Simon Mendez,Nan Xue
Simon Mendez,Fan Yang
Simon Mendez,"H. Stone,"
Nan Xue,Fan Yang
Nan Xue,"H. Stone,"
Fan Yang,"H. Stone,"
Yi Zhang,Chengyun Deng
Yi Zhang,Shiqian Ma
Yi Zhang,Yongtao Sha
Yi Zhang,Hui Song
Yi Zhang,"Xiangang Li,"
Shrimai Prabhumoye,R. Salakhutdinov
Brendon Boldt,R. Salakhutdinov
R. Salakhutdinov,"A. Black,"
Duc-Trong Le,A. Nguyen
Xuan-Son Vu,A. Nguyen
Nhu-Dung To,A. Nguyen
Huu Nguyen,A. Nguyen
Thuy-Trinh Nguyen,A. Nguyen
Linh Le,A. Nguyen
A. Nguyen,Minh-Duc Hoang
A. Nguyen,Nghia Le
A. Nguyen,Huyen Thi Minh Nguyen
A. Nguyen,"Hoang D. Nguyen,"
Renqian Luo,Xu Tan
Renqian Luo,Tao Qin
Xu Tan,Rui Wang
Xu Tan,Tao Qin
Xu Tan,Enhong Chen
Xu Tan,"Tie-Yan Liu,"
Rui Wang,Tao Qin
Tao Qin,Enhong Chen
Tao Qin,"Tie-Yan Liu,"
Xuankai Chang,A. Subramanian
Xuankai Chang,Pengcheng Guo
Xuankai Chang,Shinji Watanabe
Xuankai Chang,Yuya Fujita
Xuankai Chang,"Motoi Omachi,"
A. Subramanian,Pengcheng Guo
A. Subramanian,Shinji Watanabe
Pengcheng Guo,Shinji Watanabe
Pengcheng Guo,Yuya Fujita
Pengcheng Guo,"Motoi Omachi,"
Shinji Watanabe,Yuya Fujita
Shinji Watanabe,"Motoi Omachi,"
A. Capozzi,Valerio Basile
A. Capozzi,Fabio Poletto
A. Capozzi,M. Sanguinetti
A. Capozzi,C. Bosco
A. Capozzi,V. Patti
Mirko Lai,Valerio Basile
Mirko Lai,Fabio Poletto
Mirko Lai,M. Sanguinetti
Mirko Lai,C. Bosco
Mirko Lai,V. Patti
Valerio Basile,Fabio Poletto
Valerio Basile,M. Sanguinetti
Valerio Basile,C. Bosco
Valerio Basile,V. Patti
Valerio Basile,G. Ruffo
Valerio Basile,C. Musto
Valerio Basile,Marco Polignano
Valerio Basile,G. Semeraro
Valerio Basile,"M. Stranisci,"
Fabio Poletto,M. Sanguinetti
Fabio Poletto,C. Bosco
Fabio Poletto,V. Patti
Fabio Poletto,G. Ruffo
Fabio Poletto,C. Musto
Fabio Poletto,Marco Polignano
Fabio Poletto,G. Semeraro
Fabio Poletto,"M. Stranisci,"
M. Sanguinetti,C. Bosco
M. Sanguinetti,V. Patti
M. Sanguinetti,G. Ruffo
M. Sanguinetti,C. Musto
M. Sanguinetti,Marco Polignano
M. Sanguinetti,G. Semeraro
M. Sanguinetti,"M. Stranisci,"
C. Bosco,V. Patti
C. Bosco,G. Ruffo
C. Bosco,C. Musto
C. Bosco,Marco Polignano
C. Bosco,G. Semeraro
C. Bosco,"M. Stranisci,"
V. Patti,G. Ruffo
V. Patti,C. Musto
V. Patti,Marco Polignano
V. Patti,G. Semeraro
V. Patti,"M. Stranisci,"
Jixuan Wang,Xiong Xiao
Jixuan Wang,Jian Wu
Xiong Xiao,Jian Wu
Xiong Xiao,Ranjani Ramamurthy
Xiong Xiao,F. Rudzicz
Xiong Xiao,"M. Brudno,"
Jian Wu,Ranjani Ramamurthy
Jian Wu,F. Rudzicz
Jian Wu,"M. Brudno,"
Yuhao Zhang,Yuhui Zhang
Yuhao Zhang,Peng Qi
Yuhao Zhang,Christopher D. Manning
Yuhao Zhang,"C. Langlotz,"
Yuhui Zhang,Peng Qi
Yuhui Zhang,Christopher D. Manning
Yuhui Zhang,"C. Langlotz,"
Peng Qi,Christopher D. Manning
Peng Qi,"C. Langlotz,"
Christopher D. Manning,"C. Langlotz,"
F. Haider,Sofia de la Fuente
F. Haider,Pierre Albert
F. Haider,"S. Luz,"
Sofia de la Fuente,Pierre Albert
Sofia de la Fuente,"S. Luz,"
Zhichao Wang,Lei Xie
Wenshuo Ge,Lei Xie
Xiong Wang,Lei Xie
Shan Yang,Lei Xie
Wendong Gan,Lei Xie
Haitao Chen,Lei Xie
Hai Li,Lei Xie
Lei Xie,"Xiulin Li,"
Yuan-Kuei Wu,Hung-yi Lee
Chao-I Tuan,Hung-yi Lee
Hung-yi Lee,"Yu Tsao,"
S. Srinivasan,B. Laback
S. Srinivasan,P. Majdak
S. Srinivasan,"C. Arnoldner,"
Yang Zhang,Liqun Deng
Yang Zhang,"Yasheng Wang,"
Yu Zhang,Zhenghua Li
Yu Zhang,Houquan Zhou
Yu Zhang,"Min Zhang,"
Paul-Gauthier NoÃ©,Titouan Parcollet
Mohammad MohammadAmini,Titouan Parcollet
D. Matrouf,Titouan Parcollet
Titouan Parcollet,"J. Bonastre,"
Haibin Wu,Andy T. Liu
Andy T. Liu,"Hung-yi Lee,"
Mark R. Saddler,Yang Zhang
Andrew Francl,Yang Zhang
J. Feather,Yang Zhang
Kaizhi Qian,Yang Zhang
Yang Zhang,"Josh H. McDermott,"
Da-Rong Liu,Chunxi Liu
Da-Rong Liu,Frank Zhang
Da-Rong Liu,Gabriel Synnaeve
Da-Rong Liu,Yatharth Saraf
Da-Rong Liu,"G. Zweig,"
Chunxi Liu,Gabriel Synnaeve
Frank Zhang,Gabriel Synnaeve
Gabriel Synnaeve,Yatharth Saraf
Gabriel Synnaeve,"G. Zweig,"
Prajwal K R,"C. V. Jawahar,"
Gary Wang,Yu Zhang
A. Rosenberg,Yu Zhang
Zhehuai Chen,Yu Zhang
Yu Zhang,B. Ramabhadran
Yu Zhang,"P. Moreno,"
Ning Guo,Yang Zhang
Xiaopeng Si,Yang Zhang
Yang Zhang,Yue Ding
Yang Zhang,Wenjing Zhou
Yang Zhang,Dan Zhang
Yang Zhang,"B. Hong,"
Jing-jing Chen,Qi-rong Mao
Jing-jing Chen,"Dong Liu,"
Qi-rong Mao,"Dong Liu,"
Xingyuan Xu,M. Tan
Xingyuan Xu,B. Corcoran
Xingyuan Xu,Jiayang Wu
Xingyuan Xu,A. Boes
Xingyuan Xu,T. Nguyen
Xingyuan Xu,S. Chu
Xingyuan Xu,B. Little
Xingyuan Xu,D. Hicks
Xingyuan Xu,R. Morandotti
Xingyuan Xu,A. Mitchell
Xingyuan Xu,"D. Moss,"
M. Tan,B. Corcoran
M. Tan,Jiayang Wu
M. Tan,A. Boes
M. Tan,T. Nguyen
M. Tan,S. Chu
M. Tan,B. Little
M. Tan,D. Hicks
M. Tan,R. Morandotti
M. Tan,A. Mitchell
M. Tan,"D. Moss,"
B. Corcoran,Jiayang Wu
B. Corcoran,A. Boes
B. Corcoran,T. Nguyen
B. Corcoran,S. Chu
B. Corcoran,B. Little
B. Corcoran,D. Hicks
B. Corcoran,R. Morandotti
B. Corcoran,A. Mitchell
B. Corcoran,"D. Moss,"
Jiayang Wu,A. Boes
Jiayang Wu,T. Nguyen
Jiayang Wu,S. Chu
Jiayang Wu,B. Little
Jiayang Wu,D. Hicks
Jiayang Wu,R. Morandotti
Jiayang Wu,A. Mitchell
Jiayang Wu,"D. Moss,"
A. Boes,T. Nguyen
A. Boes,S. Chu
A. Boes,B. Little
A. Boes,D. Hicks
A. Boes,R. Morandotti
A. Boes,A. Mitchell
A. Boes,"D. Moss,"
T. Nguyen,S. Chu
T. Nguyen,B. Little
T. Nguyen,D. Hicks
T. Nguyen,R. Morandotti
T. Nguyen,A. Mitchell
T. Nguyen,"D. Moss,"
S. Chu,B. Little
S. Chu,D. Hicks
S. Chu,R. Morandotti
S. Chu,A. Mitchell
S. Chu,"D. Moss,"
B. Little,D. Hicks
B. Little,R. Morandotti
B. Little,A. Mitchell
B. Little,"D. Moss,"
D. Hicks,R. Morandotti
D. Hicks,A. Mitchell
D. Hicks,"D. Moss,"
R. Morandotti,A. Mitchell
R. Morandotti,"D. Moss,"
A. Mitchell,"D. Moss,"
Hyoukjun Kwon,Liangzhen Lai
Hyoukjun Kwon,Michael Pellauer
Hyoukjun Kwon,T. Krishna
Hyoukjun Kwon,Yu-hsin Chen
Hyoukjun Kwon,"V. Chandra,"
Liangzhen Lai,T. Krishna
Michael Pellauer,T. Krishna
T. Krishna,Yu-hsin Chen
T. Krishna,"V. Chandra,"
Xin Wang,"J. Yamagishi,"
Yiming Wang,Lei Xie
Hang Lv,Lei Xie
Daniel Povey,Lei Xie
Lei Xie,"S. Khudanpur,"
kenichi-kumatani,Jinyu Li
D. Dimitriadis,Jinyu Li
Yashesh Gaur,Jinyu Li
R. Gmyr,Jinyu Li
S. Eskimez,Jinyu Li
Jinyu Li,"Michael Zeng,"
Tingle Li,Chenxu Hu
Yichen Liu,Chenxu Hu
Chenxu Hu,"Hang Zhao,"
Peng Zhang,Jing Shi
Jiaming Xu,Jing Shi
Jing Shi,Yunzhe Hao
Jing Shi,"Bo Xu,"
Mingkun Huang,Jun Zhang
Mingkun Huang,Yang Zhang
Jun Zhang,Meng Cai
Jun Zhang,Yang Zhang
Jun Zhang,Jiali Yao
Jun Zhang,Yongbin You
Jun Zhang,Yi He
Jun Zhang,"Zejun Ma,"
Meng Cai,Yang Zhang
Yang Zhang,Jiali Yao
Yang Zhang,Yongbin You
Yang Zhang,Yi He
Yang Zhang,"Zejun Ma,"
Erik C. Rye,J. Blackburn
J. Blackburn,"Robert Beverly,"
K. Zelas,"P. Joyce,"
Hao Zhang,Jing Zhang
Jing Zhang,Hongwei Ding
Jing Zhang,"Yong-qin Li,"
Liang Lu,Naoyuki Kanda
Liang Lu,Jinyu Li
Zhong Meng,Naoyuki Kanda
Zhong Meng,Jinyu Li
Naoyuki Kanda,Jinyu Li
Naoyuki Kanda,"Y. Gong,"
Jinyu Li,"Y. Gong,"
Kun Qian,Wei Li
Xiao Li,Wei Li
HaiâTao Li,Wei Li
Shengchen Li,Wei Li
Wei Li,Zuoliang Ning
Wei Li,Shuai Yu
Wei Li,Limin Hou
Wei Li,Gang Tang
Wei Li,Jinghe Lu
Wei Li,Feng Li
Wei Li,Shufei Duan
Wei Li,C. Du
Wei Li,Yahui Cheng
Wei Li,Yujun Wang
Wei Li,Lin Gan
Wei Li,Yoshiharu Yamamoto
Wei Li,"BjÃ¶rn Schuller,"
Naihan Li,Shujie Liu
Naihan Li,Sheng Zhao
Shujie Liu,Yanqing Liu
Shujie Liu,Sheng Zhao
Shujie Liu,Ming Liu
Shujie Liu,"Ming Zhou,"
Yanqing Liu,Sheng Zhao
Sheng Zhao,Ming Liu
Sheng Zhao,"Ming Zhou,"
Weicong Chen,Xu Tan
Weicong Chen,Tao Qin
Xu Tan,Yingce Xia
Xu Tan,Tao Qin
Xu Tan,Yu Wang
Xu Tan,"Tie-Yan Liu,"
Yingce Xia,Tao Qin
Tao Qin,Yu Wang
Tao Qin,"Tie-Yan Liu,"
Z. Brownstein,A. Singer
S. Gulsuner,A. Singer
T. Walsh,A. Singer
F. Martins,A. Singer
S. Taiber,A. Singer
O. Isakov,A. Singer
Ming K. Lee,A. Singer
Mor Bordeynik-Cohen,A. Singer
Maria Birkan,A. Singer
Weise Chang,A. Singer
S. Casadei,A. Singer
N. Danial-Farran,A. Singer
Amal Abu-Rayyan,A. Singer
Ryan J. Carlson,A. Singer
Lara Kamal,A. Singer
Ãsgeir Ãrn ArnÃ¾Ã³rsson,A. Singer
M. Sokolov,A. Singer
D. Gilony,A. Singer
N. Lipschitz,A. Singer
M. Frydman,A. Singer
B. Davidov,A. Singer
M. Macarov,A. Singer
M. Sagi,A. Singer
C. Vinkler,A. Singer
H. Poran,A. Singer
R. Sharony,A. Singer
N. Samara,A. Singer
N. Zvi,A. Singer
Hagit Baris-Feldman,A. Singer
A. Singer,O. Handzel
A. Singer,R. Hertzano
A. Singer,Doaa AliâNaffaa
A. Singer,N. Ruhrman-Shahar
A. Singer,O. Madgar
A. Singer,Efrat Sofrin
A. Singer,A. Peleg
A. Singer,M. Khayat
A. Singer,M. Shohat
A. Singer,L. Basel-Salmon
A. Singer,E. Pras
A. Singer,D. Lev
A. Singer,M. Wolf
A. Singer,E. SteingrÃ­msson
A. Singer,N. Shomron
A. Singer,M. Kelley
A. Singer,M. Kanaan
A. Singer,Stavit Allon-Shalev
A. Singer,M. King
A. Singer,"K. Avraham,"
Yongxue Li,M. Tan
M. Tan,H. Fan
M. Tan,Jingting Li
M. Tan,Zhiqin Xu
M. Tan,Ruihao Bian
M. Tan,"Xi Chen,"
Marsida Toska,Joakim Nivre
Joakim Nivre,"Daniel Zeman,"
FranÃ§ois Grondin,M. Ravanelli
Jean-Samuel Lauzon,M. Ravanelli
Simon Michaud,M. Ravanelli
M. Ravanelli,"FranÃ§ois Michaud,"
T. Nguyen,I. R. van den Wijngaard
T. Nguyen,J. Bosch
T. Nguyen,Eduard van Belle
T. Nguyen,E. V. van Zwet
T. Nguyen,Tamara Dofferhoff-Vermeulen
T. Nguyen,Dion Duijndam
T. Nguyen,Gaia T Koster
T. Nguyen,E. de Schryver
T. Nguyen,L. M. Kloos
T. Nguyen,K. D. de Laat
T. Nguyen,L. Aerden
T. Nguyen,S. Zylicz
T. Nguyen,M. Wermer
T. Nguyen,"N. Kruyt,"
T. Nguyen,I. R. van den Wijngaard
T. Nguyen,J. Bosch
T. Nguyen,Eduard van Belle
T. Nguyen,E. V. van Zwet
T. Nguyen,Tamara Dofferhoff-Vermeulen
T. Nguyen,Dion Duijndam
T. Nguyen,Gaia T Koster
T. Nguyen,E. de Schryver
T. Nguyen,L. M. Kloos
T. Nguyen,K. D. de Laat
T. Nguyen,L. Aerden
T. Nguyen,S. Zylicz
T. Nguyen,M. Wermer
T. Nguyen,"N. Kruyt,"
X. Chao,Yun Xiao
Yun Xiao,Fengguo Zhang
Yun Xiao,Jianfen Luo
Yun Xiao,Ruijie Wang
Yun Xiao,Wenwen Liu
Yun Xiao,Haibo Wang
Yun Xiao,"Lei Xu,"
Seid Muhie Yimam,Hizkiel Mitiku Alemayehu
Seid Muhie Yimam,A. Ayele
Seid Muhie Yimam,"Chris Biemann,"
Heng-Jui Chang,Hung-yi Lee
Alexander H. Liu,Hung-yi Lee
Hung-yi Lee,"Lin-Shan Lee,"
H. Inaguma,M. Mimura
H. Inaguma,"Tatsuya Kawahara,"
Erica Cooper,Xin Wang
Xin Wang,Yi Zhao
Xin Wang,Yusuke Yasuda
Xin Wang,"J. Yamagishi,"
F. Colavita,D. Lapa
F. Colavita,F. Carletti
F. Colavita,E. Lalle
F. Colavita,L. Bordi
F. Colavita,P. Marsella
F. Colavita,E. Nicastri
F. Colavita,N. Bevilacqua
F. Colavita,M. L. Giancola
F. Colavita,A. Corpolongo
F. Colavita,G. Ippolito
F. Colavita,M. Capobianchi
F. Colavita,"C. Castilletti,"
D. Lapa,F. Carletti
D. Lapa,E. Lalle
D. Lapa,L. Bordi
D. Lapa,P. Marsella
D. Lapa,E. Nicastri
D. Lapa,N. Bevilacqua
D. Lapa,M. L. Giancola
D. Lapa,A. Corpolongo
D. Lapa,G. Ippolito
D. Lapa,M. Capobianchi
D. Lapa,"C. Castilletti,"
F. Carletti,E. Lalle
F. Carletti,L. Bordi
F. Carletti,P. Marsella
F. Carletti,E. Nicastri
F. Carletti,N. Bevilacqua
F. Carletti,M. L. Giancola
F. Carletti,A. Corpolongo
F. Carletti,G. Ippolito
F. Carletti,M. Capobianchi
F. Carletti,"C. Castilletti,"
E. Lalle,L. Bordi
E. Lalle,P. Marsella
E. Lalle,E. Nicastri
E. Lalle,N. Bevilacqua
E. Lalle,M. L. Giancola
