Date,Word,Count
2020-10-29,data,3818
2020-10-29,study,3615
2020-10-29,model,3559
2020-10-29,using,3532
2020-10-29,recognition,3238
2020-10-29,used,2862
2020-10-30,language,4239
2020-10-30,results,4064
2020-10-30,data,3837
2020-10-30,study,3625
2020-10-30,model,3580
2020-10-30,using,3542
2020-10-30,recognition,3260
2020-10-30,used,2866
2020-10-31,language,4242
2020-10-31,results,4072
2020-10-31,data,3846
2020-10-31,study,3632
2020-10-31,model,3581
2020-10-31,using,3552
2020-10-31,recognition,3271
2020-10-31,used,2870
2020-11-01,language,4345
2020-11-01,results,4133
2020-11-01,data,3956
2020-11-01,study,3685
2020-11-01,using,3624
2020-11-01,model,3621
2020-11-01,recognition,3344
2020-11-01,used,2913
2020-11-02,language,4356
2020-11-02,results,4152
2020-11-02,data,3962
2020-11-02,study,3691
2020-11-02,model,3644
2020-11-02,using,3637
2020-11-02,recognition,3351
2020-11-02,used,2920
2020-11-03,language,4380
2020-11-03,results,4170
2020-11-03,data,3978
2020-11-03,study,3707
2020-11-03,model,3680
2020-11-03,using,3647
2020-11-03,recognition,3371
2020-11-03,used,2934
2020-11-04,language,4397
2020-11-04,results,4177
2020-11-04,data,3993
2020-11-04,study,3725
2020-11-04,model,3701
2020-11-04,using,3660
2020-11-04,recognition,3385
2020-11-04,used,2946
2020-11-05,language,4431
2020-11-05,results,4202
2020-11-05,data,4031
2020-11-05,study,3739
2020-11-05,model,3724
2020-11-05,using,3681
2020-11-05,recognition,3414
2020-11-05,used,2965
2020-11-06,language,4467
2020-11-06,results,4209
2020-11-06,data,4041
2020-11-06,study,3745
2020-11-06,model,3743
2020-11-06,using,3707
2020-11-06,recognition,3445
2020-11-06,used,2976
2020-11-07,language,4472
2020-11-07,results,4212
2020-11-07,data,4047
2020-11-07,study,3747
2020-11-07,model,3744
2020-11-07,using,3711
2020-11-07,recognition,3455
2020-11-07,used,2979
2020-11-08,language,4473
2020-11-08,results,4219
2020-11-08,data,4049
2020-11-08,model,3762
2020-11-08,study,3751
2020-11-08,using,3711
2020-11-08,recognition,3462
2020-11-08,used,2984
2020-11-09,language,4509
2020-11-09,results,4238
2020-11-09,data,4066
2020-11-09,model,3774
2020-11-09,study,3766
2020-11-09,using,3727
2020-11-09,recognition,3476
2020-11-09,used,3003
2020-11-10,language,4517
2020-11-10,results,4250
2020-11-10,data,4077
2020-11-10,study,3783
2020-11-10,model,3778
2020-11-10,using,3737
2020-11-10,recognition,3479
2020-11-10,used,3014
2020-11-11,language,4529
2020-11-11,results,4262
2020-11-11,data,4097
2020-11-11,model,3797
2020-11-11,study,3795
2020-11-11,using,3740
2020-11-11,recognition,3489
2020-11-11,used,3022
2020-11-12,language,4543
2020-11-12,results,4268
2020-11-12,data,4106
2020-11-12,model,3805
2020-11-12,study,3801
2020-11-12,using,3742
2020-11-12,recognition,3503
2020-11-12,used,3032
2020-11-13,language,4547
2020-11-13,results,4276
2020-11-13,data,4118
2020-11-13,model,3815
2020-11-13,study,3807
2020-11-13,using,3751
2020-11-13,recognition,3515
2020-11-13,used,3037
2020-11-14,language,4548
2020-11-14,results,4277
2020-11-14,data,4121
2020-11-14,model,3825
2020-11-14,study,3807
2020-11-14,using,3754
2020-11-14,recognition,3523
2020-11-14,used,3039
2020-11-15,language,4550
2020-11-15,results,4283
2020-11-15,data,4121
2020-11-15,model,3827
2020-11-15,study,3810
2020-11-15,using,3757
2020-11-15,recognition,3525
2020-11-15,used,3040
2020-11-16,language,4580
2020-11-16,results,4299
2020-11-16,data,4136
2020-11-16,study,3831
2020-11-16,model,3829
2020-11-16,using,3783
2020-11-16,recognition,3540
2020-11-16,used,3053
2020-11-17,language,4591
2020-11-17,results,4305
2020-11-17,data,4150
2020-11-17,model,3862
2020-11-17,study,3842
2020-11-17,using,3784
2020-11-17,recognition,3547
2020-11-17,used,3058
2020-11-18,language,4596
2020-11-18,results,4311
2020-11-18,data,4154
2020-11-18,model,3867
2020-11-18,study,3843
2020-11-18,using,3787
2020-11-18,recognition,3553
2020-11-18,used,3060
2020-11-19,language,4601
2020-11-19,results,4316
2020-11-19,data,4157
2020-11-19,model,3872
2020-11-19,study,3848
2020-11-19,using,3791
2020-11-19,recognition,3561
2020-11-19,used,3066
2020-11-20,language,4609
2020-11-20,results,4329
2020-11-20,data,4166
2020-11-20,model,3877
2020-11-20,study,3853
2020-11-20,using,3796
2020-11-20,recognition,3573
2020-11-20,used,3077
2020-11-21,language,4609
2020-11-21,results,4332
2020-11-21,data,4166
2020-11-21,model,3881
2020-11-21,study,3853
2020-11-21,using,3799
2020-11-21,recognition,3575
2020-11-21,used,3077
2020-11-22,language,4609
2020-11-22,results,4332
2020-11-22,data,4166
2020-11-22,model,3881
2020-11-22,study,3853
2020-11-22,using,3799
2020-11-22,recognition,3577
2020-11-22,used,3077
2020-11-23,language,4624
2020-11-23,results,4342
2020-11-23,data,4179
2020-11-23,model,3898
2020-11-23,study,3863
2020-11-23,using,3810
2020-11-23,recognition,3596
2020-11-23,used,3081
2020-11-24,language,4643
2020-11-24,results,4353
2020-11-24,data,4188
2020-11-24,model,3919
2020-11-24,study,3865
2020-11-24,using,3817
2020-11-24,recognition,3601
2020-11-24,used,3088
2020-11-25,language,4663
2020-11-25,results,4363
2020-11-25,data,4206
2020-11-25,model,3925
2020-11-25,study,3876
2020-11-25,using,3836
2020-11-25,recognition,3627
2020-11-25,used,3097
2020-11-26,language,4669
2020-11-26,results,4374
2020-11-26,data,4219
2020-11-26,model,3933
2020-11-26,study,3881
2020-11-26,using,3848
2020-11-26,recognition,3632
2020-11-26,used,3104
2020-11-27,language,4672
2020-11-27,results,4380
2020-11-27,data,4228
2020-11-27,model,3934
2020-11-27,study,3886
2020-11-27,using,3855
2020-11-27,recognition,3634
2020-11-27,used,3109
2020-11-28,language,4672
2020-11-28,results,4385
2020-11-28,data,4236
2020-11-28,model,3934
2020-11-28,study,3889
2020-11-28,using,3860
2020-11-28,recognition,3637
2020-11-28,used,3114
2020-11-29,language,4679
2020-11-29,results,4388
2020-11-29,data,4238
2020-11-29,model,3938
2020-11-29,study,3894
2020-11-29,using,3862
2020-11-29,recognition,3637
2020-11-29,used,3115
2020-11-30,language,4711
2020-11-30,results,4405
2020-11-30,data,4274
2020-11-30,model,3945
2020-11-30,study,3931
2020-11-30,using,3882
2020-11-30,recognition,3647
2020-11-30,used,3136
2020-12-01,language,4786
2020-12-01,results,4467
2020-12-01,data,4337
2020-12-01,model,4002
2020-12-01,study,3998
2020-12-01,using,3977
2020-12-01,recognition,3731
2020-12-01,used,3197
2020-12-02,language,4793
2020-12-02,results,4476
2020-12-02,data,4362
2020-12-02,model,4010
2020-12-02,study,4006
2020-12-02,using,3990
2020-12-02,recognition,3741
2020-12-02,used,3208
2020-12-03,language,4817
2020-12-03,results,4488
2020-12-03,data,4372
2020-12-03,model,4023
2020-12-03,study,4012
2020-12-03,using,4003
2020-12-03,recognition,3749
2020-12-03,used,3216
2020-12-04,language,4829
2020-12-04,results,4504
2020-12-04,data,4386
2020-12-04,model,4028
2020-12-04,study,4026
2020-12-04,using,4022
2020-12-04,recognition,3753
2020-12-04,used,3231
2020-12-05,language,4831
2020-12-05,results,4506
2020-12-05,data,4392
2020-12-05,model,4029
2020-12-05,study,4026
2020-12-05,using,4024
2020-12-05,recognition,3756
2020-12-05,used,3232
2020-12-06,language,4831
2020-12-06,results,4506
2020-12-06,data,4393
2020-12-06,model,4029
2020-12-06,study,4029
2020-12-06,using,4024
2020-12-06,recognition,3756
2020-12-06,used,3234
2020-12-07,language,4840
2020-12-07,results,4534
2020-12-07,data,4410
2020-12-07,using,4058
2020-12-07,study,4057
2020-12-07,model,4049
2020-12-07,recognition,3762
2020-12-07,used,3253
2020-12-08,language,4854
2020-12-08,results,4543
2020-12-08,data,4419
2020-12-08,using,4071
2020-12-08,study,4068
2020-12-08,model,4058
2020-12-08,recognition,3786
2020-12-08,used,3256
2020-12-09,language,4865
2020-12-09,results,4550
2020-12-09,data,4426
2020-12-09,using,4076
2020-12-09,study,4074
2020-12-09,model,4061
2020-12-09,recognition,3800
2020-12-09,used,3257
2020-12-10,language,4874
2020-12-10,results,4561
2020-12-10,data,4438
2020-12-10,using,4098
2020-12-10,study,4078
2020-12-10,model,4077
2020-12-10,recognition,3819
2020-12-10,used,3265
2020-12-11,language,4885
2020-12-11,results,4574
2020-12-11,data,4458
2020-12-11,using,4110
2020-12-11,model,4088
2020-12-11,study,4086
2020-12-11,recognition,3832
2020-12-11,used,3274
2020-12-12,language,4885
2020-12-12,results,4576
2020-12-12,data,4458
2020-12-12,using,4112
2020-12-12,model,4090
2020-12-12,study,4090
2020-12-12,recognition,3833
2020-12-12,used,3274
2020-12-13,language,4886
2020-12-13,results,4577
2020-12-13,data,4461
2020-12-13,using,4112
2020-12-13,model,4091
2020-12-13,study,4091
2020-12-13,recognition,3834
2020-12-13,used,3275
2020-12-14,language,4894
2020-12-14,results,4599
2020-12-14,data,4483
2020-12-14,using,4128
2020-12-14,model,4113
2020-12-14,study,4107
2020-12-14,recognition,3852
2020-12-14,used,3294
2020-12-15,language,4914
2020-12-15,results,4620
2020-12-15,data,4492
2020-12-15,using,4136
2020-12-15,study,4135
2020-12-15,model,4134
2020-12-15,recognition,3858
2020-12-15,used,3312
2020-12-16,language,4929
2020-12-16,results,4628
2020-12-16,data,4505
2020-12-16,using,4145
2020-12-16,study,4140
2020-12-16,model,4136
2020-12-16,recognition,3861
2020-12-16,used,3320
2020-12-17,language,4943
2020-12-17,results,4641
2020-12-17,data,4515
2020-12-17,using,4169
2020-12-17,study,4158
2020-12-17,model,4151
2020-12-17,recognition,3877
2020-12-17,used,3328
2020-12-18,language,4954
2020-12-18,results,4650
2020-12-18,data,4520
2020-12-18,using,4175
2020-12-18,study,4165
2020-12-18,model,4161
2020-12-18,recognition,3881
2020-12-18,used,3338
2020-12-19,language,4963
2020-12-19,results,4650
2020-12-19,data,4520
2020-12-19,using,4176
2020-12-19,study,4165
2020-12-19,model,4165
2020-12-19,recognition,3882
2020-12-19,used,3338
2020-12-20,language,4964
2020-12-20,results,4651
2020-12-20,data,4520
2020-12-20,using,4182
2020-12-20,model,4167
2020-12-20,study,4165
2020-12-20,recognition,3882
2020-12-20,used,3339
2020-12-21,language,4967
2020-12-21,results,4661
2020-12-21,data,4532
2020-12-21,using,4185
2020-12-21,model,4173
2020-12-21,study,4172
2020-12-21,recognition,3884
2020-12-21,used,3348
2020-12-22,language,4982
2020-12-22,results,4674
2020-12-22,data,4552
2020-12-22,using,4199
2020-12-22,study,4188
2020-12-22,model,4183
2020-12-22,recognition,3892
2020-12-22,used,3364
2020-12-23,language,4985
2020-12-23,results,4682
2020-12-23,data,4558
2020-12-23,using,4206
2020-12-23,study,4193
2020-12-23,model,4185
2020-12-23,recognition,3895
2020-12-23,used,3368
2020-12-24,language,5006
2020-12-24,results,4694
2020-12-24,data,4576
2020-12-24,using,4221
2020-12-24,study,4211
2020-12-24,model,4201
2020-12-24,recognition,3897
2020-12-24,used,3370
2020-12-25,language,5016
2020-12-25,results,4695
2020-12-25,data,4576
2020-12-25,using,4223
2020-12-25,study,4215
2020-12-25,model,4204
2020-12-25,recognition,3897
2020-12-25,used,3373
2020-12-26,language,5018
2020-12-26,results,4697
2020-12-26,data,4581
2020-12-26,using,4227
2020-12-26,study,4220
2020-12-26,model,4208
2020-12-26,recognition,3897
2020-12-26,used,3374
2020-12-27,language,5027
2020-12-27,results,4702
2020-12-27,data,4597
2020-12-27,using,4231
2020-12-27,study,4223
2020-12-27,model,4208
2020-12-27,recognition,3903
2020-12-27,used,3381
2020-12-28,language,5039
2020-12-28,results,4712
2020-12-28,data,4604
2020-12-28,study,4237
2020-12-28,using,4234
2020-12-28,model,4209
2020-12-28,recognition,3904
2020-12-28,used,3386
2020-12-29,language,5047
2020-12-29,results,4723
2020-12-29,data,4623
2020-12-29,study,4252
2020-12-29,using,4241
2020-12-29,model,4211
2020-12-29,recognition,3914
2020-12-29,used,3399
2020-12-30,language,5058
2020-12-30,results,4736
2020-12-30,data,4636
2020-12-30,study,4263
2020-12-30,using,4250
2020-12-30,model,4212
2020-12-30,recognition,3914
2020-12-30,used,3412
2020-12-31,language,5106
2020-12-31,results,4755
2020-12-31,data,4670
2020-12-31,study,4283
2020-12-31,using,4265
2020-12-31,model,4245
2020-12-31,recognition,3928
2020-12-31,used,3424
2021-01-01,language,5184
2021-01-01,results,4829
2021-01-01,data,4705
2021-01-01,study,4366
2021-01-01,using,4332
2021-01-01,model,4273
2021-01-01,recognition,3977
2021-01-01,used,3466
2021-01-02,language,5193
2021-01-02,results,4835
2021-01-02,data,4713
2021-01-02,study,4378
2021-01-02,using,4335
2021-01-02,model,4276
2021-01-02,recognition,3980
2021-01-02,used,3467
2021-01-03,language,5196
2021-01-03,results,4836
2021-01-03,data,4721
2021-01-03,study,4386
2021-01-03,using,4338
2021-01-03,model,4277
2021-01-03,recognition,3980
2021-01-03,used,3467
2021-01-04,language,5218
2021-01-04,results,4851
2021-01-04,data,4738
2021-01-04,study,4398
2021-01-04,using,4349
2021-01-04,model,4280
2021-01-04,recognition,3989
2021-01-04,used,3474
2021-01-05,language,5235
2021-01-05,results,4861
2021-01-05,data,4744
2021-01-05,study,4404
2021-01-05,using,4359
2021-01-05,model,4286
2021-01-05,recognition,3990
2021-01-05,used,3478
2021-01-06,language,5259
2021-01-06,results,4868
2021-01-06,data,4746
2021-01-06,study,4416
2021-01-06,using,4365
2021-01-06,model,4292
2021-01-06,recognition,3995
2021-01-06,used,3488
2021-01-07,language,5263
2021-01-07,results,4874
2021-01-07,data,4755
2021-01-07,study,4420
2021-01-07,using,4367
2021-01-07,model,4302
2021-01-07,recognition,4022
2021-01-07,used,3493
2021-01-08,language,5279
2021-01-08,results,4879
2021-01-08,data,4767
2021-01-08,study,4428
2021-01-08,using,4370
2021-01-08,model,4306
2021-01-08,recognition,4022
2021-01-08,used,3502
2021-01-09,language,5280
2021-01-09,results,4881
2021-01-09,data,4772
2021-01-09,study,4429
2021-01-09,using,4373
2021-01-09,model,4307
2021-01-09,recognition,4023
2021-01-09,used,3509
2021-01-10,language,5285
2021-01-10,results,4894
2021-01-10,data,4780
2021-01-10,study,4443
2021-01-10,using,4382
2021-01-10,model,4314
2021-01-10,recognition,4037
2021-01-10,used,3517
2021-01-11,language,5292
2021-01-11,results,4902
2021-01-11,data,4790
2021-01-11,study,4449
2021-01-11,using,4387
2021-01-11,model,4317
2021-01-11,recognition,4037
2021-01-11,used,3525
2021-01-12,language,5328
2021-01-12,results,4919
2021-01-12,data,4808
2021-01-12,study,4468
2021-01-12,using,4402
2021-01-12,model,4321
2021-01-12,recognition,4049
2021-01-12,used,3534
2021-01-13,language,5337
2021-01-13,results,4932
2021-01-13,data,4813
2021-01-13,study,4476
2021-01-13,using,4409
2021-01-13,model,4329
2021-01-13,recognition,4053
2021-01-13,used,3537
2021-01-14,language,5341
2021-01-14,results,4944
2021-01-14,data,4827
2021-01-14,study,4483
2021-01-14,using,4412
2021-01-14,model,4331
2021-01-14,recognition,4056
2021-01-14,used,3540
2021-01-15,language,5351
2021-01-15,results,4948
2021-01-15,data,4837
2021-01-15,study,4493
2021-01-15,using,4418
2021-01-15,model,4342
2021-01-15,recognition,4058
2021-01-15,used,3548
2021-01-16,language,5355
2021-01-16,results,4949
2021-01-16,data,4853
2021-01-16,study,4494
2021-01-16,using,4420
2021-01-16,model,4344
2021-01-16,recognition,4062
2021-01-16,used,3549
2021-01-17,language,5365
2021-01-17,results,4952
2021-01-17,data,4855
2021-01-17,study,4500
2021-01-17,using,4424
2021-01-17,model,4344
2021-01-17,recognition,4064
2021-01-17,used,3552
2021-01-18,language,5372
2021-01-18,results,4958
2021-01-18,data,4865
2021-01-18,study,4507
2021-01-18,using,4431
2021-01-18,model,4350
2021-01-18,recognition,4066
2021-01-18,used,3559
2021-01-19,language,5414
2021-01-19,results,5002
2021-01-19,data,4906
2021-01-19,study,4530
2021-01-19,using,4462
2021-01-19,model,4398
2021-01-19,recognition,4115
2021-01-19,used,3578
2021-01-20,language,5422
2021-01-20,results,5018
2021-01-20,data,4923
2021-01-20,study,4549
2021-01-20,using,4469
2021-01-20,model,4413
2021-01-20,recognition,4126
2021-01-20,used,3596
2021-01-21,language,5453
2021-01-21,results,5035
2021-01-21,data,4942
2021-01-21,study,4565
2021-01-21,using,4485
2021-01-21,model,4419
2021-01-21,recognition,4134
2021-01-21,used,3613
2021-01-22,language,5455
2021-01-22,results,5042
2021-01-22,data,4953
2021-01-22,study,4572
2021-01-22,using,4499
2021-01-22,model,4428
2021-01-22,recognition,4145
2021-01-22,used,3619
2021-01-23,language,5456
2021-01-23,results,5049
2021-01-23,data,4954
2021-01-23,study,4577
2021-01-23,using,4502
2021-01-23,model,4429
2021-01-23,recognition,4145
2021-01-23,used,3619
2021-01-24,language,5469
2021-01-24,results,5084
2021-01-24,data,4994
2021-01-24,study,4596
2021-01-24,using,4537
2021-01-24,model,4496
2021-01-24,recognition,4172
2021-01-24,used,3644
2021-01-25,language,5474
2021-01-25,results,5090
2021-01-25,data,5000
2021-01-25,study,4607
2021-01-25,using,4540
2021-01-25,model,4506
2021-01-25,recognition,4176
2021-01-25,used,3651
2021-01-26,language,5496
2021-01-26,results,5100
2021-01-26,data,5003
2021-01-26,study,4613
2021-01-26,using,4546
2021-01-26,model,4518
2021-01-26,recognition,4182
2021-01-26,used,3659
2021-01-27,language,5500
2021-01-27,results,5111
2021-01-27,data,5008
2021-01-27,study,4619
2021-01-27,using,4550
2021-01-27,model,4520
2021-01-27,recognition,4187
2021-01-27,used,3663
2021-01-28,language,5524
2021-01-28,results,5122
2021-01-28,data,5014
2021-01-28,study,4631
2021-01-28,using,4557
2021-01-28,model,4531
2021-01-28,recognition,4193
2021-01-28,used,3679
2021-01-29,language,5530
2021-01-29,results,5136
2021-01-29,data,5023
2021-01-29,study,4639
2021-01-29,using,4563
2021-01-29,model,4536
2021-01-29,recognition,4209
2021-01-29,used,3682
2021-01-30,language,5538
2021-01-30,results,5150
2021-01-30,data,5038
2021-01-30,study,4653
2021-01-30,using,4574
2021-01-30,model,4548
2021-01-30,recognition,4218
2021-01-30,used,3692
2021-01-31,language,5549
2021-01-31,results,5161
2021-01-31,data,5047
2021-01-31,study,4667
2021-01-31,using,4585
2021-01-31,model,4555
2021-01-31,recognition,4219
2021-01-31,used,3698
2021-02-01,language,5617
2021-02-01,results,5218
2021-02-01,data,5094
2021-02-01,study,4723
2021-02-01,using,4640
2021-02-01,model,4598
2021-02-01,recognition,4276
2021-02-01,used,3746
2021-02-02,language,5628
2021-02-02,results,5226
2021-02-02,data,5105
2021-02-02,study,4738
2021-02-02,using,4655
2021-02-02,model,4610
2021-02-02,recognition,4289
2021-02-02,used,3751
2021-02-03,language,5643
2021-02-03,results,5235
2021-02-03,data,5112
2021-02-03,study,4754
2021-02-03,using,4665
2021-02-03,model,4613
2021-02-03,recognition,4296
2021-02-03,used,3760
2021-02-04,language,5647
2021-02-04,results,5242
2021-02-04,data,5118
2021-02-04,study,4766
2021-02-04,using,4668
2021-02-04,model,4615
2021-02-04,recognition,4300
2021-02-04,used,3763
2021-02-05,language,5667
2021-02-05,results,5254
2021-02-05,data,5130
2021-02-05,study,4771
2021-02-05,using,4686
2021-02-05,model,4634
2021-02-05,recognition,4313
2021-02-05,used,3770
2021-02-06,language,5673
2021-02-06,results,5254
2021-02-06,data,5133
2021-02-06,study,4772
2021-02-06,using,4686
2021-02-06,model,4635
2021-02-06,recognition,4314
2021-02-06,used,3771
2021-02-07,language,5674
2021-02-07,results,5259
2021-02-07,data,5141
2021-02-07,study,4773
2021-02-07,using,4695
2021-02-07,model,4637
2021-02-07,recognition,4324
2021-02-07,used,3774
2021-02-08,language,5681
2021-02-08,results,5272
2021-02-08,data,5152
2021-02-08,study,4782
2021-02-08,using,4709
2021-02-08,model,4655
2021-02-08,recognition,4330
2021-02-08,used,3781
2021-02-09,language,5695
2021-02-09,results,5288
2021-02-09,data,5166
2021-02-09,study,4790
2021-02-09,using,4724
2021-02-09,model,4675
2021-02-09,recognition,4333
2021-02-09,used,3786
2021-02-10,language,5699
2021-02-10,results,5291
2021-02-10,data,5170
2021-02-10,study,4796
2021-02-10,using,4732
2021-02-10,model,4688
2021-02-10,recognition,4334
2021-02-10,used,3788
2021-02-11,language,5706
2021-02-11,results,5302
2021-02-11,data,5186
2021-02-11,study,4808
2021-02-11,using,4740
2021-02-11,model,4703
2021-02-11,recognition,4336
2021-02-11,used,3790
2021-02-12,language,5735
2021-02-12,results,5322
2021-02-12,data,5199
2021-02-12,study,4830
2021-02-12,using,4775
2021-02-12,model,4718
2021-02-12,recognition,4347
2021-02-12,used,3807
2021-02-13,language,5737
2021-02-13,results,5326
2021-02-13,data,5208
2021-02-13,study,4832
2021-02-13,using,4779
2021-02-13,model,4719
2021-02-13,recognition,4352
2021-02-13,used,3808
2021-02-14,language,5738
2021-02-14,results,5331
2021-02-14,data,5212
2021-02-14,study,4838
2021-02-14,using,4784
2021-02-14,model,4719
2021-02-14,recognition,4356
2021-02-14,used,3813
2021-02-15,language,5762
2021-02-15,results,5342
2021-02-15,data,5230
2021-02-15,study,4855
2021-02-15,using,4797
2021-02-15,model,4743
2021-02-15,recognition,4385
2021-02-15,used,3824
2021-02-16,language,5768
2021-02-16,results,5345
2021-02-16,data,5231
2021-02-16,study,4865
2021-02-16,using,4801
2021-02-16,model,4754
2021-02-16,recognition,4387
2021-02-16,used,3829
2021-02-17,language,5782
2021-02-17,results,5351
2021-02-17,data,5240
2021-02-17,study,4869
2021-02-17,using,4807
2021-02-17,model,4763
2021-02-17,recognition,4400
2021-02-17,used,3835
2021-02-18,language,5800
2021-02-18,results,5363
2021-02-18,data,5266
2021-02-18,study,4889
2021-02-18,using,4819
2021-02-18,model,4774
2021-02-18,recognition,4408
2021-02-18,used,3845
2021-02-19,language,5821
2021-02-19,results,5374
2021-02-19,data,5303
2021-02-19,study,4904
2021-02-19,using,4834
2021-02-19,model,4788
2021-02-19,recognition,4420
2021-02-19,used,3861
2021-02-20,language,5821
2021-02-20,results,5377
2021-02-20,data,5305
2021-02-20,study,4908
2021-02-20,using,4840
2021-02-20,model,4790
2021-02-20,recognition,4427
2021-02-20,used,3865
2021-02-21,language,5821
2021-02-21,results,5380
2021-02-21,data,5307
2021-02-21,study,4910
2021-02-21,using,4843
2021-02-21,model,4792
2021-02-21,recognition,4429
2021-02-21,used,3866
2021-02-22,language,5823
2021-02-22,results,5393
2021-02-22,data,5319
2021-02-22,study,4918
2021-02-22,using,4849
2021-02-22,model,4795
2021-02-22,recognition,4433
2021-02-22,used,3870
2021-02-23,language,5839
2021-02-23,results,5407
2021-02-23,data,5329
2021-02-23,study,4927
2021-02-23,using,4856
2021-02-23,model,4803
2021-02-23,recognition,4451
2021-02-23,used,3881
2021-02-24,language,5855
2021-02-24,results,5420
2021-02-24,data,5340
2021-02-24,study,4950
2021-02-24,using,4868
2021-02-24,model,4815
2021-02-24,recognition,4458
2021-02-24,used,3892
2021-02-25,language,5858
2021-02-25,results,5441
2021-02-25,data,5358
2021-02-25,study,4961
2021-02-25,using,4879
2021-02-25,model,4819
2021-02-25,recognition,4471
2021-02-25,used,3897
2021-02-26,language,5864
2021-02-26,results,5447
2021-02-26,data,5368
2021-02-26,study,4967
2021-02-26,using,4891
2021-02-26,model,4832
2021-02-26,recognition,4477
2021-02-26,used,3903
2021-02-27,language,5873
2021-02-27,results,5452
2021-02-27,data,5375
2021-02-27,study,4975
2021-02-27,using,4898
2021-02-27,model,4836
2021-02-27,recognition,4482
2021-02-27,used,3914
2021-02-28,language,5907
2021-02-28,results,5466
2021-02-28,data,5385
2021-02-28,study,4997
2021-02-28,using,4907
2021-02-28,model,4842
2021-02-28,recognition,4493
2021-02-28,used,3918
2021-03-01,language,6006
2021-03-01,results,5547
2021-03-01,data,5435
2021-03-01,study,5073
2021-03-01,using,4973
2021-03-01,model,4880
2021-03-01,recognition,4546
2021-03-01,used,3971
2021-03-02,language,6024
2021-03-02,results,5557
2021-03-02,data,5444
2021-03-02,study,5091
2021-03-02,using,4980
2021-03-02,model,4890
2021-03-02,recognition,4555
2021-03-02,used,3987
2021-03-03,language,6037
2021-03-03,results,5570
2021-03-03,data,5455
2021-03-03,study,5104
2021-03-03,using,4984
2021-03-03,model,4894
2021-03-03,recognition,4563
2021-03-03,used,3997
2021-03-04,language,6051
2021-03-04,results,5584
2021-03-04,data,5478
2021-03-04,study,5119
2021-03-04,using,4992
2021-03-04,model,4921
2021-03-04,recognition,4572
2021-03-04,used,4011
2021-03-05,language,6074
2021-03-05,results,5598
2021-03-05,data,5486
2021-03-05,study,5125
2021-03-05,using,4999
2021-03-05,model,4926
2021-03-05,recognition,4584
2021-03-05,used,4020
2021-03-06,language,6079
2021-03-06,results,5599
2021-03-06,data,5486
2021-03-06,study,5126
2021-03-06,using,5001
2021-03-06,model,4927
2021-03-06,recognition,4584
2021-03-06,used,4020
2021-03-07,language,6079
2021-03-07,results,5601
2021-03-07,data,5489
2021-03-07,study,5128
2021-03-07,using,5003
2021-03-07,model,4927
2021-03-07,recognition,4584
2021-03-07,used,4021
2021-03-08,language,6092
2021-03-08,results,5617
2021-03-08,data,5492
2021-03-08,study,5146
2021-03-08,using,5009
2021-03-08,model,4934
2021-03-08,recognition,4587
2021-03-08,used,4028
2021-03-09,language,6112
2021-03-09,results,5637
2021-03-09,data,5502
2021-03-09,study,5170
2021-03-09,using,5024
2021-03-09,model,4939
2021-03-09,recognition,4595
2021-03-09,used,4041
2021-03-10,language,6128
2021-03-10,results,5646
2021-03-10,data,5520
2021-03-10,study,5176
2021-03-10,using,5035
2021-03-10,model,4960
2021-03-10,recognition,4600
2021-03-10,used,4056
2021-03-11,language,6139
2021-03-11,results,5657
2021-03-11,data,5525
2021-03-11,study,5184
2021-03-11,using,5045
2021-03-11,model,4968
2021-03-11,recognition,4607
2021-03-11,used,4059
2021-03-12,language,6139
2021-03-12,results,5665
2021-03-12,data,5530
2021-03-12,study,5193
2021-03-12,using,5053
2021-03-12,model,4972
2021-03-12,recognition,4619
2021-03-12,used,4064
2021-03-13,language,6140
2021-03-13,results,5665
2021-03-13,data,5530
2021-03-13,study,5197
2021-03-13,using,5055
2021-03-13,model,4975
2021-03-13,recognition,4624
2021-03-13,used,4065
2021-03-14,language,6142
2021-03-14,results,5668
2021-03-14,data,5533
2021-03-14,study,5199
2021-03-14,using,5056
2021-03-14,model,4979
2021-03-14,recognition,4625
2021-03-14,used,4070
2021-03-15,language,6149
2021-03-15,results,5684
2021-03-15,data,5542
2021-03-15,study,5224
2021-03-15,using,5073
2021-03-15,model,4984
2021-03-15,recognition,4645
2021-03-15,used,4080
2021-03-16,language,6168
2021-03-16,results,5696
2021-03-16,data,5558
2021-03-16,study,5235
2021-03-16,using,5098
2021-03-16,model,4993
2021-03-16,recognition,4656
2021-03-16,used,4087
2021-03-17,language,6183
2021-03-17,results,5707
2021-03-17,data,5566
2021-03-17,study,5241
2021-03-17,using,5105
2021-03-17,model,5000
2021-03-17,recognition,4661
2021-03-17,used,4093
2021-03-18,language,6187
2021-03-18,results,5722
2021-03-18,data,5574
2021-03-18,study,5253
2021-03-18,using,5120
2021-03-18,model,5006
2021-03-18,recognition,4668
2021-03-18,used,4097
2021-03-19,language,6196
2021-03-19,results,5736
2021-03-19,data,5590
2021-03-19,study,5268
2021-03-19,using,5140
2021-03-19,model,5016
2021-03-19,recognition,4680
2021-03-19,used,4104
2021-03-20,language,6199
2021-03-20,results,5739
2021-03-20,data,5590
2021-03-20,study,5271
2021-03-20,using,5141
2021-03-20,model,5016
2021-03-20,recognition,4688
2021-03-20,used,4105
